name,phone,website,address,rating,reviews,city,category,email
ПОЛИР,0898653313,,", Любово, ул. „Ропотамо“ 1, 5301 Габрово",,,Габрово,кварталник,
Трикел 97,0896714114,,", Голо Бърдо, ул. „Напредък“ 33, 5312 Габрово",,,Габрово,кварталник,
ПАВИЛИОН ДЖИ ТИ ЕМ,0878426608,,", Борово, ул. „Чардафон“ 30, 5300 Габрово",,,Габрово,павилион цигари,
Rebeka Guest House,0895755977,https://rebeka-guesthouse.com/,", ул. „Украйна“ 93, 5350 Трявна",,,Габрово,пивница,
The Delicatessen & Coffee Co Gabrovo,0892230373,,", Борово, ул. „Никола Войновски“ 38, 5300 Габрово",,,Габрово,пивница,
Странноприемница,066807121,,", Габрово Център, ул. „Опълченска“ 15, 5300 Габрово",,,Габрово,пивница,
Бирария Сиси,0878462655,,", 4403 25-19, 5306, Петър Падалски, Габрово",,,Габрово,пивница,
Рибката,,,", Радичевец, ул. „Николаевска“ 49, 5300 Габрово",,,Габрово,пивница,
"""Пъстървата""",0890202402,,", ул. „Козещица“, 5304 Габрово",,,Габрово,пивница,
Глинени Гърнета,0889406906,,", 5300, Габрово Център, ул. „Радион Умников“ 9, 5300 Габрово",,,Габрово,пивница,
Синята Къща,0898583772,,", Радичевец, ул. „Бенковска“ № 4, 5300 Габрово",,,Габрово,пивница,
"Бирена къща ""Рибката""",0894310610,,", ул. „Тиха“ 2, 5306 Габрово",,,Габрово,пивница,
"Механа ""Зелената къща""",0896654013,,", Габрово Център, 5306 Габрово",,,Габрово,пивница,
"""Рест""",0899191018,http://www.restbg.com/,", Габрово Център, ул. „Цанко Дюстабанов“ 18, 5300 Габрово",,,Габрово,пивница,
Пицария СИТИ,,,", Южна Промишлена Зона, бул. „Столетов“, 5301 Габрово",,,Габрово,пивница,
Елените,066807073,https://m.facebook.com/elenitegb,", Габрово Център, ул. „Емануил Манолов“ 17, 5300 Габрово",,,Габрово,пивница,
"""Боженско Ханче""",0894989536,,", 5524 134,Боженци, 5349 Габрово",,,Габрово,пивница,
The Rich Table Restaurant Gabrovo,0893395777,,", Габрово Център, ул. „Емануил Манолов“ 14, 5300 Габрово",,,Габрово,пивница,
Сопрано,0879614806,,", Северна промишлена зона, ул. „Станционна“ 12-14, 5306 Габрово",,,Габрово,пивница,
El Cantare,0897971741,,", Русевци, ул. „Найден Геров“ 51, 5312 Габрово",,,Габрово,пивница,
При Близнаците,0892025661,,", Габрово Център, ул. „Орловска“ 98, 5308 Габрово",,,Габрово,пивница,
Ресторант Еделвайс и къща за гости,0878369779,https://edelvais.bg/,", Южна промишлена зона, ул. „Еделвайс“ 4, 5300 Габрово",,,Габрово,пивница,
Лънч Хаус,0898323616,https://lunchhouse.bg/,", Габрово Център, ул. „Опълченска“ 49, 5300 Габрово",,,Габрово,пивница,
Heaven Fast Food,0879565326,,", Габрово Център, бул. „Васил Априлов“ 18, 5300 Габрово",,,Габрово,пивница,
Каравана Костницата,,,", Център, пл. „Възраждане“ 23, 5300 Габрово",,,Габрово,пивница,
Бистро Картал,0882514423,,", Борово, ул. „Ванче Михайлов“, 5300 Габрово",,,Габрово,пивница,
Пицария Темпо - Габрово,066806920,http://pizzatempo.bg/,", Габрово Център, ул. „Пенчо Славейков“ 1-3, 5300 Габрово",,,Габрово,пивница,
Restaurant Elegance,0877870707,,", Голо Бърдо, бул. „Могильов“ 45, 5306 Габрово",,,Габрово,пивница,
"Ресторант ""Етър""",0899160460,https://restaurant-etar.com/,", Lyubovo, ул. „Генерал Дерожински“ 144, 5301 Габрово",,,Габрово,пивница,
ЛИПИТЕ,066809336,,", Габрово Център, ул. „Априловска“ 12, 5300 Габрово",,,Габрово,пивница,
Ресторант Гурме,0879479699,https://m.facebook.com/%D0%A0%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D1%82-%D0%93%D1%83%D1%80%D0%BC%D0%B5-%D0%93%D0%B0%D0%B1%D1%80%D0%BE%D0%B2o-1484791211825812/,", Габрово Център, ул. „Никола Палаузов“ 26, 5300 Габрово",,,Габрово,пивница,
Зодиак ресторант,0899902459,,", Габрово Център, ул. „Цанко Дюстабанов“ 22А, 5300 Габрово",,,Габрово,пивница,
ЕЖ и БЕЖ Бързо Хранене,0895243048,http://www.ej-bej.com/,", Габрово Център, ул. „Янтра“ 3, 5300 Габрово",,,Габрово,пивница,
Pizza Mania,066809395,,", Габрово Център, ул. „Иван Гюзелев“ 15, 5300 Габрово",,,Габрово,пивница,
Марио Фреш,0894686660,http://www.mariofresh.bg/,", Габрово Център, ул. „Априловска“ 8, 5300 Габрово",,,Габрово,пивница,
Механа Габъра,0885728212,,", Габрово Център, ул. „Опълченска“ 9, 5300 Габрово",,,Габрово,пивница,
"ПРЕСЛАВ-ЕИ ЕООД, МАГАЗИН ЗА АЛКОХОЛ И ЦИГАРИ",0894242985,https://www.facebook.com/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD-%D0%B7%D0%B0-%D0%B0%D0%BB%D0%BA%D0%BE%D1%85%D0%BE%D0%BB-%D0%B8-%D1%86%D0%B8%D0%B3%D0%B0%D1%80%D0%B8-%D0%9F%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2--102712941566336/,", бул. „Христо Ботев, Площад Христо Ботев 22, 3000 Враца",,,Враца,цигари и алкохол,
"Shaggy shop, Магазин за алкохол и цигари",0894242985,https://www.facebook.com/Shaggy-shop-102127072126904/,", ж.к. Дъбника, Пред бл 23, 3005 Враца",,,Враца,цигари и алкохол,
"Преслав-ЕИ, Магазин за Алкохол, Цигари и захарни изделия",0894242985,,", Враца Център, ул. „Генерал Леонов“ 44, 3000 Враца",,,Враца,цигари и алкохол,
Магазин за алкохол и цигари Деспот,,https://de-de.facebook.com/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD-%D0%B7%D0%B0-%D0%B0%D0%BB%D0%BA%D0%BE%D1%85%D0%BE%D0%BB-%D0%B8-%D1%86%D0%B8%D0%B3%D0%B0%D1%80%D0%B8-%D0%94%D0%B5%D1%81%D0%BF%D0%BE%D1%82-108019561723094/,", ж.к. Дъбника, 32А, 3005 Враца",,,Враца,цигари и алкохол,
NON STOP REFINE,0887080826,,", Враца Център, ул. „Кръстьо Българията“ 19, 3000 Враца",,,Враца,денонощен магазин,
Non-Stop Денонощен хранителен магазин,,,", Медковец, бул. „2-ри юни“, 3000 Враца",,,Враца,денонощен магазин,
Onyx,0887626888,,", булевард „Христо Ботев, Ул. ХРИСТО БОТЕВ 12, 3000 Враца",,,Враца,денонощен магазин,
Non Stop 26 Денонощен хранителен магазин / IQOS reseller,,,", ж.к. Дъбника, ул. Стоян Даскалов 30, 3005 Враца",,,Враца,денонощен магазин,
FAST MARKET,,,", ж.к. Самуил, бул. „Демокрация“ 27, 3002 Враца",,,Враца,денонощен магазин,
Хранителен Магазин Емили - НОНСТОП,,,", ж.к. Река Лева, бул. „Васил Кънчов“ 12 А, 3000 Враца",,,Враца,денонощен магазин,
Магазин “Сънрайс”,0897451585,,", ж.к. Дъбника, ул. „Околчица“ 108, 3000 Враца",,,Враца,нощен магазин,
Супермаркет Вежен,,,", ж.к. Вежен, ул. „Вежен“ 6, 3001 Враца",,,Враца,нощен магазин,
Супермаркет Дъбника (Финес),,,", ж.к. Дъбника, ул. „Околчица“ 49, 3000 Враца",,,Враца,нощен магазин,
Нон Стоп Алван,0876989869,,", ж.к. Дъбника, 3005 Враца",,,Враца,нощен магазин,
"Supermarket ""Universe"" Супермаркет ""Юнивърс""",,,", ж.к. Металург, ул. „Дико Илиев“ 19, 3000 Враца",,,Враца,нощен магазин,
Млечен Рай,0889612748,https://facebook.com/Mlechenrai/,", Враца Център, бул. „Христо Ботев“ 67, 3000 Враца",,,Враца,нощен магазин,
Белавеленски Мирон Драганов,,,", ж.к. Околчица, ул. „Максим Горки“ 7Г, 3002 Враца",,,Враца,нощен магазин,
Супермаркет Червен Площад,0888190909,,", Враца Център, ул. „Никола Симов-Куруто“ 8, 3000 Враца",,,Враца,нощен магазин,
Во Бо Го,,,", 38-D,, g.k Dabnika 38D, 3005 Враца",,,Враца,нощен магазин,
Магазини Гранат,0885129158,https://www.magazinigranat.com/,", Враца Център, ул. „Никола Войводов“ 9, 3002 Враца",,,Враца,нощен магазин,
Sinsay Враца,,https://www.sinsay.com/,", Медковец, ул. „Кръстьо Бързаков“ 14А, 3001 Враца",,,Враца,нощен магазин,
Домашен майстор,092642009,http://www.domashenmaistor.bg/,", Западна промишлена зона, ул. „Илинден“ 16, 3000 Враца",,,Враца,нощен магазин,
Магазин smartMobile,0885543350,http://www.smartmobile.bg/,", магазин smartMobile, Враца Център, ул. „28-ми октомври“ №16, 3000 Враца",,,Враца,нощен магазин,
Строймаркет ИНЕКС,,https://inex-bg.com/,", Unnamed Road, 3001, Източна промишлена зона, Враца",,,Враца,нощен магазин,
Кафе Лате,0888700100,,", ж.к. Дъбника, Стоян Ц. Даскалов 25, 3000 Враца",,,Враца,нощен магазин,
1001 Стоки,,,", Враца Център, бул. „Демокрация“ 20А, 3002 Враца",,,Враца,нощен магазин,
Шестицата,092660250,,", 103, ул. „Екзарх Йосиф“ 75, 3002 Враца",,,Враца,нощен магазин,
Дом на художника - При Шишо ( не е ресторант ),0889442898,,", Враца Център, ул. „Георги Пенчев“ 3, 3000 Враца",,,Враца,нощен магазин,
T MARKET Ж.к.Дъбника,070070171,http://www.tmarket.bg/,", ж.к. Дъбника, кв.119, комплекс РУМ, Враца",,,Враца,нощен магазин,
МОЯТ МАГАЗИН Враца,0878771191,https://www.moiatmagazin.bg/,", ж.к. Дъбника, до бл 38, 3005 Враца",,,Враца,нощен магазин,
Multi Brand,0888360788,,", Враца Център, ул. „Никола Войводов“ 7, 3000 Враца",,,Враца,нощен магазин,
Хотел „Хемус“,092624150,http://www.hotelhemus.com/,", Враца Център, Площад „Христо Ботев 1, 3000 Враца",,,Враца,нощен магазин,
Арабика ЕООД,0898616996,,", Западна промишлена зона, ул. „Илинден“ 16, 3000 Враца",,,Враца,нощен магазин,
Bar Delux,,,", ж.к. Дъбника, 3005 Враца",,,Враца,нощен магазин,
ЗОРА Склад ВРАЦА,0876398640,https://zora.bg/,", Западна промишлена зона, 3000 Враца",,,Враца,нощен магазин,
Магазин Елимекс,092940403,http://www.elimex.bg/,", Враца Център, бул. „Христо Ботев“ 52, 3000 Враца",,,Враца,нощен магазин,
Лидл Враца,029066444,https://www.lidl.bg/,", бул. „Васил Кънчов“ 21, 3000 Враца",,,Враца,нощен магазин,
ГРИША ДИМИТРОВ-ДИГАНТ 84,092661480,,", ж.к. Медковец, ул. „Химик“ 8, 3001 Враца",,,Враца,нощен магазин,
ANOVY,0877283878,https://www.facebook.com/share/1HrdpE4m2F/?mibextid=wwXIfr,", ж.к. Дъбника, ул. „Славянска“ 3005, 3000 Враца",,,Враца,нощен магазин,
ITS Vratsa,0876900950,,", Враца Център, 3002 Враца",,,Враца,нощен магазин,
"""Стоник"" ЕООД",0885396264,https://www.facebook.com/StonikEood/,", ж.к. Сениче, 69А, 3005 Враца",,,Враца,нощен магазин,
ИКОНОМОВ - ЕООД,0898505161,http://ikonomov.eu/,", бул. „Мито Орозов“ 40, 3000 Враца",,,Враца,нощен магазин,
Lazarro coffee shop магазин за кафе,,,", Враца Център, ул. „Генерал Леонов“ 73, 3001 Враца",,,Враца,нощен магазин,
Coffeе&Fresh,,,", Медковец, бул. „2-ри юни“, 3000 Враца",,,Враца,нощен магазин,
ИНЕС ЕООД,0888541542,,", Източно промишлена зона, база Орловец, 3000 Враца",,,Враца,нощен магазин,
Техно М сървис магазин и сервиз за кафемашини и кафе продажба и ремонт на кафемашин TECHNO M service,0892066308,,", 103, 3002 Враца",,,Враца,нощен магазин,
Данилин ЕООД - Stihl Враца,0879171347,,", бул. „Мито Орозов“ 20, 3000 Враца",,,Враца,нощен магазин,
IQOS PARTNER Tabacco shop Никотин,,https://www.facebook.com/share/1As8EY5ehp/,", Враца Център, 3000 Враца",,,Враца,tobacco shop,
VAPE SHOP,0882428143,,", Враца Център, ул. „Мито Цветков“ 6, 3000 Враца",,,Враца,tobacco shop,
Preslav,,,", Враца Център, ул. „Професор Димитър Йоцов“ n 2, 3000 Враца",,,Враца,tobacco shop,
Sabbo'- Boutique Shop,0884216267,https://www.facebook.com/SabboNaturalProductsandWines,", Враца Център, ул. „Алеко Константинов“ 5, 3000 Враца",,,Враца,alcohol shop,
Борса Ферит,,,", ж.к. Река Лева, ул. „Стоян Заимов“ 21, 3000 Враца",,,Враца,alcohol shop,
Кадифе,0894488890,https://www.facebook.com/cafeclubkadife/,", Враца Център, бул. „Христо Ботев“ 28, 3000 Враца",,,Враца,alcohol shop,
Хихо Shop,0877233441,,", Враца Център, бул. „Христо Ботев“ 34, 3000 Враца",,,Враца,alcohol shop,
"Магазин за вино, алкохол и тютюневи изделия",0887441401,,", Враца Център, бул. „Христо Ботев“ 51, 3000 Враца",,,Враца,вино магазин,
Вино и Мечти,0877277970,,", Враца Център, ул. „Димитраки Хаджитошев“ 5А, 3000 Враца",,,Враца,вино магазин,
М-Инженеринг,0887425396,,", 5HXH+JH, Източна промишлена зона, 3000 Враца",,,Враца,вино магазин,
Тракийска принцеса,0888080889,https://www.facebook.com/profile.php?id=61569928641514,", Враца Център, ул. „Никола Войводов“ 12, 3000 Враца",,,Враца,бира магазин,
"I Qos resaler ""DEJA VU""",,,", Враца Център, ул. „Георги Бенковски“ 2, 3000 Враца",,,Враца,ликьор магазин,
Врачански Балкан,,http://www.vr-balkan.net/,", улица „Руен“ 8, 3000 Враца",,,Враца,кварталник,
Парк Дъбника,,https://www.facebook.com/DabnikaVratza,", ж.к. Дъбника, 104, 3005 Враца",,,Враца,кварталник,
ГАЛВАНИК,0878199711,http://antikorozionni-pokritiya.stroitelstvo.catalog.bg/company/%D0%B3%D0%B0%D0%BB%D0%B2%D0%B0%D0%BD%D0%B8%D0%BA/13619,", ул. „Баба Илийца“ 1, 3000 Враца",,,Враца,кварталник,
Студентски град,,,,,,Враца,кварталник,
Храм „Свети Николай“,092620303,https://opoznai.bg/view/mitropolitski-hram-sv-nikolai-vratza,", Враца Център, пл. Христо Ботев, 3000 Враца","4,6",,Враца,кварталник,
Cezar Dubnika,,,", 6-E,, g.k Dabnika 6E, 3005 Враца",,,Враца,кварталник,
"БИО Магазин ""Столетникъ"" - гр. Враца",0879100710,http://stoletnika.eu/,", Враца Център, ул. „река Лева“ 54, 3000 Враца",,,Враца,смесен магазин,
Зона Баланс-магазин за здравословни и био продукти,0883310576,,", Враца Център, ул. „Димитраки Хаджитошев“ 5, 3000 Враца",,,Враца,смесен магазин,
Зоомагазин Гекон - 2ри Юни,0889042626,,", Враца Център, бул. „2-ри юни“ 19, 3000 Враца",,,Враца,смесен магазин,
Зоо Свят РОКИ,0892481245,,", ж.к. Дъбника, ул. „Околчица“ 147, 3005 Враца",,,Враца,смесен магазин,
Перилни и почистващи препарати от Гърция и Турция,,,", Враца Център, бул. „Христо Ботев“ 65, 3000 Враца",,,Враца,смесен магазин,
Магазин за кучешки и котешки храни,,,", ул. „Драган Цанков“ 6, 3000 Враца",,,Враца,смесен магазин,
Зоомагазин Гекон Никола Войводов 11,0888414429,,", бул, ул. „Никола Войводов“ 11, 3000 Враца",,,Враца,смесен магазин,
Различното ЗоомагазинЧе,0896236116,https://www.facebook.com/zoomagazinche.vratsa/,", Враца Център, ул. „Генерал Леонов“ 77, 3001 Враца",,,Враца,смесен магазин,
Зоомагазин Рачински - гр. Враца,0878629944,,", Враца Център, ул. „Климент Охридски“ 3, 3000 Враца",,,Враца,смесен магазин,
"зоомагазин ""ДЪГА""",0889776638,,", Враца Център, ул. „Полковник Боюклийски“ №1, 3000 Враца",,,Враца,смесен магазин,
СоКЪТ,0889412382,http://www.sokatfastfood.com/,", С/У, БЛОК 10, ж.к. Дъбника, 3000 Враца",,,Враца,смесен магазин,
Зоомагазин Щастливи лапи,0897382288,,", ж.к. Дъбника, 32, 3000 Враца",,,Враца,смесен магазин,
Майстор Цветко Lalov i Vachev LTD,092663156,http://www.lvmasters.com/,", Hranitelno vkusova zona, 3000 Враца",,,Враца,смесен магазин,
Магазин ROSSI,,,", ж.к. Дъбника, Стоян Ц. Даскалов 7а, 3005 Враца",,,Враца,смесен магазин,
"Павилион за Кафе,цигари и захарни изделия",,,", в ляво от входа на Аско Деница, Монтана Център, ул. „Стефан Караджа“, 3400 Монтана",,,Враца,павилион цигари,
Vili Restaurant І Враца І Българска кухня І Мултинационално меню І Обедно меню І Green Egg барбекю І Суши І Доставка на храна,0882935844,http://restorant-vili.com/,", Враца Център, ул. „Панайот Волов“ 2, 3002 Враца",,,Враца,павилион цигари,
Пинтата,0889632404,,", Враца Център, ул. „Софроний Врачански“ 17, 3000 Враца",,,Враца,пивница,
"Механа ""Нашенци"", Враца",0878110972,,", Враца Център, бул. „2-ри юни“ 87, 3001 Враца",,,Враца,пивница,
Q Bar Vratsa,0890992991,http://qbarbg.eu/,", Враца Център, бул. „Христо Ботев“ 2, 3000 Враца",,,Враца,пивница,
Казана на Бистрец,,,", Бистрец, ул. „Маджар“, 3003 Враца",,,Враца,пивница,
The White Bar,0876863820,https://www.facebook.com/TheWhiteBar1/,", Враца Център, бул. „Христо Ботев“ 12, 3000 Враца",,,Враца,пивница,
Ресторант Елит,0884055556,,", Враца Център, бул. „2-ри юни“ 45, 3001 Враца",,,Враца,пивница,
Партизан Мраморен - бар Елица,0876397998,,", Ул. Антон Иванов 4 Мраморен, 3054 Враца",,,Враца,пивница,
"Ресторант ""Българе""",0876775488,,", Враца Център, бул. „2-ри юни“ 93, 3000 Враца",,,Враца,пивница,
Бистро “Сиеста”,0888232415,https://m.facebook.com/siestavratsa/,", 72, бул. „Христо Ботев“ 150, 3000 Враца",,,Враца,пивница,
Механа “Българе”,0888500418,,", ж.к. Дъбника, Стоян Ц. Даскалов 30, 3005 Враца",,,Враца,пивница,
"Гостилница ""Ретро”",0893517233,https://www.facebook.com/vraca.gostilnica/,", ж.к. Самуил, бул. „Васил Кънчов“ 80Г, 3002 Враца",,,Враца,пивница,
"ресторант ""Старата къща""",0893010129,https://www.facebook.com/Starata0kyshta/,", Враца Център, ул. „Търговска“ 18, 3000 Враца",,,Враца,пивница,
"Ресторант ""Мира"", град Враца",0898558658,,", Враца Център, ул. „Сан Стефано“ 8, 3001 Враца",,,Враца,пивница,
Бистро Енерджи,0888400654,,", Враца Център, ул. „Любен Каравелов“ 16, 3000 Враца",,,Враца,пивница,
Omerta Bar & Pizza,0878990829,https://www.facebook.com/omertabarandpizza/?ref=page_internal,", ж.к. Дъбника, ул. „Околчица“, 3005 Враца",,,Враца,пивница,
Чевермето,092660694,https://sisssona.github.io/Chevermeto/index.html,", ж.к. Река Лева, бул. „Васил Кънчов“ 26, 3000 Враца",,,Враца,пивница,
"Ресторант ""Лозница""",0884473322,,", 3000 Враца",,,Враца,пивница,
"Пицария ""Милеви""",0878266599,,", Враца Център, ул. „Булаир“ 3, 3000 Враца",,,Враца,пивница,
"Китайски ресторант ""Златен дракон""",092661568,https://www.facebook.com/KitajskiRestorantZlatenDrakon/,", Враца Център, ул. „Георги Бенковски“, 3000 Враца",,,Враца,пивница,
Чайка,0879531550,https://chaikahotel.bg/en/hotel/,", Проход Вратцата, 3001 Враца",,,Враца,пивница,
"хотел-ресторант ""Дива""",0888703889,,", с.Бели Извор, област Враца, гл.път Е-79, 3040",,,Враца,пивница,
"Пица на Дърва ""Mg"" гр.Враца",0884478663,https://www.facebook.com/MGPizza/,", ж.к. Река Лева, ул. „Остри връх“ 1Е, 3000 Враца",,,Враца,пивница,
Гостилница Беана,,,", Зона На Хранително-вкусова, 3000 Враца",,,Враца,пивница,
"хотел ""Българе""",0888500418,,", ж.к. Металург, ул. „Околчица“ 37А, 3000 Враца",,,Враца,пивница,
ресторант Наполи,092623550,https://www.facebook.com/Ristorante-Pizzeria-Napoli-%D0%9F%D0%B8%D1%86%D0%B0%D1%80%D0%B8%D1%8F-%D0%9D%D0%B0%D0%BF%D0%BE%D0%BB%D0%B8-506261112793117/,", Враца Център, 3000 Враца",,,Враца,пивница,
Ресторант Хемус,0879531568,http://hotelhemus.com/,", Враца Център, пл.Христо Ботев 1, 3000 Враца",,,Враца,пивница,
Ресторант “Рафаело”,0879888224,,", ж.к. Дъбника, ул. „Околчица“ 25, 3000 Враца",,,Враца,пивница,
СПА Хотел Враца,0892758622,,", Враца Център, ул. „Теменуга“ 21, 3001 Враца",,,Враца,пивница,
Хотел Враца,0877222622,https://hotelvratsa.eu/,", 3000, бул. „2-ри юни“ 45, Враца",,,Враца,пивница,
СВЕЖЕСТ,0878966358,,", Враца, Зпз",,,Враца,пивница,
Офис FoodboX,0878505555,http://www.foodbox.bg/,", Враца Център, бул. „2-ри юни“ 30, 3001 Враца",,,Враца,пивница,
При баджанаците,,,", ж.к. Дъбника, 3005 Враца",,,Враца,пивница,
BrewHouse Night Bar - Vratsa,0876963610,https://kafe-vratsa.com/,", Враца Център, пл. „Софроний Врачански 29, 3000 Враца",,,Враца,пивница,
Пиаца Италия,0899801049,https://sos4e.bg/index.php?route=product/category&path=102_361,", Враца Център, бул. „Христо Ботев“ 23, 3000 Враца",,,Враца,пивница,
Балабановата къща,0883997717,,", Враца Център, бул. „Христо Ботев“ 10, 3000 Враца",,,Враца,пивница,
Бижу,0877693950,https://www.instagram.com/clubroombijou?igsh=MXQzMHNhYm80ZjB5Yg==,", Враца Център, бул. „Демокрация“ 16, 3002 Враца",,,Враца,бар и цигари,
Бар ВАЛЕНТИНО,092992994,,", Враца Център, бул. „Христо Ботев“ 16, 3000 Враца",,,Враца,бар и цигари,
Смертний бар,0877220308,,", Рудината, 3000 Враца",,,Враца,бар и цигари,
Dj Barter Studio ( Сватбени Дисководещи Враца),0889652391,https://www.facebook.com/DjBarter.official,", ж.к. Река Лева, пл. „Руски“ 3000, 3000 Враца",,,Враца,бар и цигари,
Славянски кът 1,0885555754,,", Враца Център, ул. „Иванка Ботева“ 1, 3000 Враца",,,Враца,бар и цигари,
Ресторант Антик,,,", 6G2X+P5, Враца Център, 3000 Враца",,,Враца,бар и цигари,
"Street Coffee Point | illy кафе – Враца, Център",0889203205,https://www.illy.com/en-ww,", Враца Център, ул. „Софроний Врачански“ 9, 3000 Враца",,,Враца,drink shop,
Парченце от Италия-Sapori Italiani,0876170033,,", Враца Център, ул. „Иванка Ботева“ 18, 3000 Враца",,,Враца,drink shop,
The cherry ( coffee & fresh & tabacco & wines),0899687058,https://www.facebook.com/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD-%D0%B7%D0%B0-%D0%B0%D0%BB%D0%BA%D0%BE%D1%85%D0%BE%D0%BB-%D0%B8-%D1%86%D0%B8%D0%B3%D0%B0%D1%80%D0%B8-The-Cherry--423211158235685/,", Враца Център, ул. „Кръстьо Българията“ 15A, 3002 Враца",,,Враца,drink shop,
VG Shop,,https://instagram.com/_vg_shop_?igshid=MXF3aHYxN3MwazRmZw==,", Враца Център, бул. „Христо Ботев“ 26, 3000 Враца",,,Враца,drink shop,
Sky Pellini Cafe&Fresh,0988989797,https://www.facebook.com/skycafevratsa,", Враца Център, бул. „Христо Ботев“ 24, 3000 Враца",,,Враца,drink shop,
БЕАНА - безалкохолни напитки,092660345,http://www.beana.bg/,", Зона На Хранително-вкусова, ул. „Илинден“ 4, 3000 Враца",,,Враца,drink shop,
G - Stop,0877901097,https://www.facebook.com/share/18xNWrLs9v/,", бул. „Васил Кънчов“, 3000 Враца",,,Враца,drink shop,
Кафене Еспресо,0878870709,https://www.facebook.com/CafeEspressoVratsa/,", Враца Център, ул. „Търговска“ 1, 3000 Враца",,,Враца,drink shop,
"Кафе ""New coffee world""",,,", Враца Център, ул. „Георги Бенковски“ 2, 3000 Враца",,,Враца,drink shop,
ChoccoHealth,0876767436,,", Враца Център, ул. „28-ми октомври“ 16, 3000 Враца",,,Враца,drink shop,
РОНИ МЕС ООД,0899972815,http://www.e-vraca.com/hrani/Roni%20mes/deinost.php,", 5HX8+8W, Медковец, 3000 Враца",,,Враца,drink shop,
КРИСТИНА СЕРВИЗ,092663201,,", ж.к. Самуил, ул. „Червен лиляк“ 8, 3002 Враца",,,Враца,drink shop,
Home Made by Maria,,https://www.home-madebymaria.com/,", Враца Център, ул. „Генерал Леонов“ 76, 3001 Враца",,,Враца,drink shop,
Клуб 34,0898897893,,", ж.к. Дъбника, 34Б, 3005 Враца",,,Враца,drink shop,
Месарница “При братята”,,,", Враца Център, ул. „Петропавловска“ 35, 3000 Враца",,,Враца,drink shop,
Фифона Кейк,0876545554,,", Враца Център, бул. „Христо Ботев“ 23, 3000 Враца",,,Враца,drink shop,
Супермаркет GALXY,,,", Бистрец, ул. „Гаврил Бистричанин“ 37, 3003 Враца",,,Враца,drink shop,
Кафе-аперитив Романтика,0893614299,,", ж.к. Младост 4Б, 3001 Враца",,,Враца,drink shop,
Ранчо Кольо,0878146757,,", Враца Център, ул. „Георги Бенковски“ 2, 3000 Враца",,,Враца,drink shop,
СИМФОНИЯ МАРКЕТ,,,", Враца Център, ул. „Генерал Леонов“ № 87, 3000 Враца",,,Враца,drink shop,
ITALIAN PRODUCTS,0889957077,https://dalivino.bg/,", Враца Център, ул. „Иванка Ботева“ 18, 3000 Враца",,,Враца,drink shop,
Враца,,,", ж.к. Река Лева, ул. „Цар Калоян“ 6А, 3000 Враца",,,Враца,drink shop,
Кафе Космос,,,", Враца Център, бул. „Демокрация“ 20В, 3002 Враца",,,Враца,drink shop,
Green Master,0887538085,http://www.green-master.net/,", Враца Център, ул. „Кръстьо Българията“ 17А, 3000 Враца",,,Враца,drink shop,
Рокерско кафене,0888348855,http://pendoeood.4stupki.com/,", Бул, ул. „Никола Войводов“ 16, 3000 Враца",,,Враца,drink shop,
КАМПИНО,092656814,http://kampinobg.com/,", ж.к. Река Лева, ул. „Генерал Гурко“ 17, 3000 Враца",,,Враца,drink shop,
Сладко Чекмедже,0898773699,http://www.sladkochekmedje.com/,", Враца Център, ул. „Поп Сава Катрафилов“ 3, 3000 Враца",,,Враца,drink shop,
Сладкарска къща Петрови,091173485,,", Враца Център, ул. „Петропавловска“ 56, 3000 Враца",,,Враца,drink shop,
Фреш Маркет - Дъбника,,,", ж.к. Дъбника, бл.32, 3005 Враца",,,Враца,drink shop,
Пекарна Ретро,,,", Медковец, бул. „2-ри юни“ 68, 3001 Враца",,,Враца,drink shop,
Сладкарница Карамел / Caramel Pastry гр. Враца,0882856091,https://www.facebook.com/share/1BmNhGcBYi/,", Враца Център, ул. „Кръстьо Българията“ 41, 3002 Враца",,,Враца,drink shop,
"Пици на Дърва ""Двете Пещи""",0887236168,,", ж.к. Дъбника, ул. „Околчица“ 49, 3000 Враца",,,Враца,drink shop,
Изи маркет,,,", ж.к. Подбалканска, ул. „Бузлуджа“ 8, 3000 Враца",,,Враца,drink shop,
Хранителен магазин Крумови,,,", Враца Център, ул. „Генерал Леонов“ 74, 3001 Враца",,,Враца,drink shop,
"""Данита"" шипков мармалад ""Детски спомен""",0876101352,http://www.facebook.com/shipkov.marmalad1,", Враца Център, ул. „Веслец“ 4, 3000 Враца",,,Враца,drink shop,
Врачанска закуска,,,", Враца Център, 3000 Враца",,,Враца,drink shop,
Магазин Болеро Враца,0889207555,,", ж.к. Река Лева, бул. „Христо Ботев“ 124 магазин 4, 3000 Враца",,,Враца,drink shop,
СушиБокс Кръстев,0893450769,,", Враца Център, ул. „Професор Димитър Йоцов“ N2, 3000 Враца",,,Враца,drink shop,
